Isbn,Author_id
0812575954,134
0316735736,135
0743439740,136
0345372700,137
0380619458,138
0446325805,137
0451406923,139
0451406923,140
0451406923,141
0671042858,142
0743249992,143
0840734530,144
0425184226,145
0375500766,146
9724119378,147
0451205197,148
0060929790,149
0060976845,150
0061099325,151
0671004573,61
0446601640,152
0330484516,153
038572179X,154
0393020371,155
1900850303,156
1903019699,157
0345425294,158
0451410319,159
0553583468,160
0380778556,161
0451525221,162
0451525221,163
0002740230,164
0385336772,165
0440949424,166
0505524996,167
0140252800,168
0451452755,169
0812575482,170
044651747X,152
0060801263,171
0061030147,172
0061030147,173
0140250964,174
0446527165,175
0671461494,176
0385337639,177
039575514X,178
0451206673,179
0330332775,180
0486284735,57
0486284735,181
0671021745,182
0671047612,182
0671504282,182
0399138684,183
0785263292,184
0785263292,185
0830714014,186
0345354931,187
0553278223,188
3150000335,189
3150000335,190
3257203659,188
3257203659,191
3257207522,192
3257207522,193
3257208626,188
3257208634,188
3257208634,194
3257208669,188
3257208669,195
3257210450,188
3257210450,196
3257212054,188
3257212429,188
3257214154,188
3257214154,197
3257214154,198
3257216416,188
3257233051,199
3257233051,200
342311360X,201
3423116714,202
3423241489,203
3426605686,204
3426605686,205
3453212150,206
3462021095,207
3492045642,208
3492045642,209
3492045642,210
3498020862,211
3498020862,212
3499110695,213
3499110695,214
3499110695,215
3499110695,216
3499151502,213
3499151502,214
3499151502,215
3518111000,217
3518111000,193
3548254268,218
3570300099,206
3570300099,219
3596292646,220
0060977493,221
0312872682,222
0316602906,129
0316693006,129
0345311396,50
0345378490,40
0345404793,50
0345433173,223
0375400117,224
0375705856,225
0380717018,226
0380718332,227
0380754509,228
0380754509,229
038076654X,230
0380807866,230
0385316895,231
0385497466,25
0385508042,25
0385509456,232
0385511612,25
0385730586,233
0425164403,234
0440234964,235
0446605484,129
0446610399,236
0449006522,237
0449911004,223
0451162072,142
0451186648,238
0452282152,239
051513290X,240
0553580388,241
0590598848,242
0590629719,243
0671023616,62
0671027387,133
0684848783,244
0743486226,133
0786863986,245
0803251718,246
0804117934,247
140003180X,248
155874262X,18
155874262X,19
155874262X,249
0060987103,250
0151008116,251
0375704965,252
0525947647,253
0804111359,254
1558744150,18
1558744150,19
1558744150,20
0435272683,255
0316782505,135
006102063X,256
0060013117,256
0060199563,256
006052779X,257
006052779X,258
0060563079,259
0060809027,260
0061040967,256
0061040967,261
0061050474,256
0061052515,256
0061052523,256
0064472264,262
0140620664,263
0312148267,264
0312156960,265
0312890044,266
034543191X,267
034543191X,268
0373836023,269
0375751513,270
0375751513,271
0375801677,272
0375801677,273
0375814248,274
0375814248,275
0375823352,94
037582345X,94
0375823468,94
0380730448,206
0380973839,188
0385327773,276
0394586239,277
0439510112,278
0440241413,279
0451409256,280
0451523415,281
0451526279,57
0451526279,282
0451526341,283
0486415864,284
0553280589,285
0571197639,55
0670035262,286
0670035262,287
0670035262,288
0670035262,289
0679423079,284
0679751343,277
0684833395,290
0743245024,291
0749748001,292
0749748028,292
0963094424,268
1401201172,293
1401201172,294
1401201172,295
1563892278,268
1563892278,296
1563892278,297
1563892278,298
1563898586,293
156971620X,268
156971620X,299
1592571301,300
0374270325,301
0375719180,302
0440235502,303
044023722X,25
1573225487,304
1853260673,86
0060977477,305
0345391691,306
0520011171,307
0520011171,308
0553278746,309
0670856045,310
0670856045,311
0872200760,312
0872200760,313
0872200760,314
0937858994,315
0937858994,316
0937858994,317
0671649949,318
0590431110,319
0064470113,320
0553571486,321
0972044205,322
0312963009,323
0345430476,324
0345435869,325
0345435869,326
0380728729,327
038081840X,328
038081840X,329
0449912302,330
055329198X,331
0671018930,332
0812541642,333
0312988699,334
0486282112,335
0486282112,181
0670815373,336
0385313748,337
1575843366,338
0684193957,62
0345371984,176
0345371984,339
0380730138,340
1573228737,341
9681500555,342
0380711109,343
0452283914,344
0425120279,145
067153484X,345
0380728273,346
0446606197,347
0771076002,348
0771076002,349
0771088191,350
1559703237,351
3596214629,352
3596214629,353
0062770500,354
0671847546,355
0060188731,356
0140374248,274
0140374248,357
0142001740,358
0142001740,359
0195086295,360
0195086295,361
0195086295,362
0312995423,133
0380704587,363
0380815923,364
0385416342,25
0385418493,365
038542471X,25
0425098109,366
0449005410,367
0449202631,368
0449207544,368
0515128554,369
0517577402,176
0590450875,370
0590450875,371
0590450875,372
0590481371,370
0590481371,371
067103619X,373
0684177730,374
0684180200,375
0743411269,373
0743470389,376
076218857X,377
0767905938,378
0800706544,379
0801096677,380
0849953014,381
0891091963,382
0915811537,383
0927545373,384
1575024179,385
1880185008,386
0140345809,387
0156528207,388
0380012863,389
0451154916,390
0785815147,391
0875421288,392
1567184294,393
156718796X,394
1862047626,395
0020437501,396
0198320264,397
0198320264,398
0373196989,399
0373245580,400
0451527747,401
0451527747,402
0671867113,61
0812504208,403
0060173289,150
0060973897,404
0060973897,405
006101351X,305
0140104682,406
0312143370,407
0316666343,408
039456894X,409
0440224675,410
0449002632,411
0449213773,412
0452279690,413
0553569058,412
0679427430,414
0679725393,415
0802114369,416
0803233019,417
0803233019,418
0819154946,419
0897322339,420
0940322978,421
0940322978,422
1573225126,423
1579651658,424
1878424319,425
0600586898,426
1853260622,427
1857938011,428
0060804157,429
0140382658,430
0152012966,431
0312283784,432
0345297709,187
0345313097,187
0345335465,433
0345416848,434
0385333404,435
044021145X,25
0449212084,436
0553582682,437
0590947257,438
0590947257,439
074345829X,440
074345829X,441
0786913878,442
0801491827,443
0816729913,444
0843136685,445
0843136685,446
0843136685,447
0866119531,448
0866119531,449
0866119531,450
0866119566,284
0866119566,451
0870441663,452
0870441663,453
1561561428,454
1561561428,455
1561561428,456
0553210092,162
0553258524,433
0688163726,336
1569471096,457
055358099X,458
0316168815,408
014023828X,311
0316314927,459
0345424719,351
0375414746,460
0375726403,461
0385503857,412
0425156842,462
0440226104,463
0452277337,464
0553802488,60
0671021001,465
0767903579,466
0805063897,467
0679777431,468
0553285343,469
0486285529,470
0671002481,179
0812523385,471
0895774666,472
0020199090,473
0385495145,474
0679733825,475
0842329129,66
0842329129,67
0345451260,476
0740700235,477
0380973545,478
0380973545,479
0393321576,480
0743424425,142
0786868015,481
0786868015,482
0786868015,483
0446610178,484
0684854953,485
0684854953,486
0743229878,61
0380617625,487
0380732335,488
0385337132,489
0440235057,490
0445402040,490
0618119760,491
0871138646,492
0026329859,493
0060621257,494
0060915544,55
0060917016,55
0060925000,495
0060932759,285
0061000280,151
0192815318,496
0192815318,497
0312195516,498
0380792664,499
0393048977,500
0399137807,183
039914739X,62
0451203046,64
0451410556,501
0451523318,502
0486281965,503
0486292940,504
051762639X,505
0684824442,415
0743458303,506
081296666X,507
0819215635,508
0819215635,509
0819215635,510
0880011025,511
1561011525,512
1877727083,513
1877727083,514
0486206173,515
0486206173,516
0312278586,517
0312278586,518
0140370900,519
0674511255,520
0030096189,521
0030096189,522
0312965745,523
0345374657,524
0395710901,525
080521061X,526
0823032612,527
0679310002,528
0312288115,529
0316171107,530
0380710218,531
0515118656,532
0553289063,533
0671000306,534
0671673688,61
1561672033,535
0425178242,536
0425178242,537
0618173870,538
0156027321,251
0375403582,539
0385721420,540
0451202341,541
0743418190,542
0385335407,543
0965746828,544
0060923245,545
0486272664,546
0786015276,547
0786015276,548
0060913509,549
0553272837,369
0440225078,550
0312145543,551
0425181111,60
0380732688,552
0140286276,553
0373484100,369
0449907481,367
0553107305,554
080213825X,555
0515127833,369
0345441133,556
0515134279,557
0945586051,558
0385490992,25
0385424728,25
0312980388,559
0590419625,560
0590419625,561
0385472951,25
0451195663,562
0425182878,563
0425182878,564
0553564528,565
055356451X,565
0743412621,61
0849943728,566
0849943450,567
084994371X,566
0590406019,568
0020442408,569
0553225987,570
042517736X,571
0671868713,136
038549825X,572
0553202294,573
0345313860,574
0345369947,574
067170124X,575
0345353625,576
0308102282,577
006017143X,578
0805056491,579
0679401377,580
1562827049,581
1562827049,582
0385306032,543
0816152446,583
0821772953,584
0345379454,585
0553576925,160
0743206053,61
0688169678,586
0439319552,587
0439319552,588
0590870157,589
0590870157,590
0307001164,591
0307001164,592
0307001164,593
0307001164,594
0440441501,595
0590687301,596
0439061644,597
0439569842,598
0439569842,588
0307118703,599
0590418858,600
030720152X,601
0816728739,602
0816728739,603
0816728739,604
0865050880,605
0812519655,606
0812524853,606
0449211770,607
193072229X,608
0812521129,606
0345251733,609
1400077826,610
0312995431,611
0312312628,611
0446394521,612
0590021117,613
068484267X,244
068484267X,614
068484267X,615
0553578693,616
0380709260,596
0380709260,617
0807565288,618
0312986769,611
0345413377,94
0345413369,94
0679893105,94
0061096091,619
0345369068,585
0451184718,585
0449209121,607
0060938455,620
080411952X,621
0060575808,622
0060558865,622
0767912918,623
0553298860,624
0385335679,625
0440122090,64
0671525832,626
0553279572,188
0061009059,627
0060930187,628
0516076272,629
0679450432,50
0821775863,630
0821770209,630
0670855758,631
0553562819,632
0446364193,129
0446519138,633
0425179672,634
0061042943,635
0399144463,636
0399144463,637
0965404560,154
006015781X,638
006015781X,639
0060930705,640
0312206763,641
0316116025,642
0156013967,643
0385314019,644
0743444167,645
0618231617,646
1567920047,647
0811203220,648
1573229148,649
0787955671,650
0787955671,651
0787955671,652
0425174484,653
0385496907,654
0446523992,655
0446523992,656
0446523992,657
0140185216,658
0140185216,659
0684717255,660
0684717255,661
0486272745,662
0486272745,663
0062507249,664
0684801221,665
1576737357,666
0060083298,667
0446672211,668
0140293248,669
0807070718,670
0807070718,671
0743213831,672
0345305477,673
0061080519,674
0142000205,675
0316735027,676
193156146X,677
015600710X,135
0062517856,678
0679767789,52
0449911683,679
0425169626,680
0449207757,679
0449245691,679
0140029400,681
0140021566,681
2253004022,682
2253004022,683
2253005274,684
2253005274,685
225300670X,686
225300670X,687
225300670X,688
2266084372,689
2070362388,690
2266029460,691
2253007102,692
2253007102,693
2253007102,694
2070417743,188
2070417743,695
2070417743,696
2266033689,697
2070384349,698
2070384349,699
207053880X,682
207053880X,700
2070334368,701
2290314951,702
229000510X,703
3492207006,704
3499177757,705
3499177757,706
3889774016,707
3502670005,708
0905762487,709
3499222604,707
3746670055,710
0140620427,57
3596144434,711
3442724686,221
3442724686,46
0385504209,133
0446525502,236
0385500769,712
0399147012,713
0670892963,180
0688180639,340
0316789089,135
0451197275,714
0425184129,330
0151001006,715
0385505833,25
0679442790,716
0679442790,717
0525943862,718
0609605925,556
0060191929,719
0743206045,61
0684864843,373
0684867818,720
0743406176,721
0380978539,722
0679603352,351
0679410430,723
0446523569,236
0671042556,724
0679450440,50
0140107649,725
0609606727,726
0446527793,236
0446531332,236
1570717257,727
0060192631,728
0385420161,729
0385420161,730
0385420161,731
0345339711,732
052594463X,733
039304016X,305
0399147128,369
0670031046,734
0394574745,735
0316969443,129
0743230051,61
0743230051,736
0316693200,129
0316693200,737
0684868911,720
0842336214,738
0399148582,739
0399148582,740
0684864320,373
0525944834,718
0345428900,741
0451176812,742
0671525794,138
0718144538,368
0446602086,743
0394551427,744
0394551427,745
0064407667,746
0064407667,747
0007100221,748
2253148539,749
2253148539,750
2253043974,149
2253043974,751
2020315491,752
0747549923,753
0743462335,754
0140253580,755
0947782141,756
057120354X,757
0349101779,758
0743222229,754
185479549X,759
0140292918,760
1854795554,761
1858813093,762
2871290911,763
2871290911,764
0198604025,765
1842151053,766
2253063339,767
1860198597,768
0767908473,769
0767908473,770
1842040154,771
0140622063,772
0571209521,757
2264009306,749
1841952931,773
0890877564,774
0890877564,775
1405200677,776
0416196772,777
0747538069,778
0375501347,779
0060927240,545
0316776963,780
156341029X,781
0060934719,268
1886383421,782
1888451084,783
0451450256,784
1555835953,785
0395877563,786
0962893862,787
1555834531,788
0393318435,789
0889740828,790
1563410443,413
1563899388,791
1563411148,792
0553579681,793
0553579673,793
0451181379,60
0786889160,794
0345370740,795
0553574175,796
0553574167,796
0553574159,796
0312287240,797
0679801146,798
0446300101,799
0821750410,800
0425142485,60
0451456548,801
0060006048,802
0312906552,803
0312906552,804
0440117291,805
0425049981,806
0374386676,807
0786886463,376
0345395379,808
0380788497,170
0307215342,809
0374343381,807
0345403339,810
0440226694,811
0440219604,811
0767903285,812
0345429176,813
038529929X,410
1573229571,814
0345418778,176
0517201658,815
0743211383,142
039914370X,337
1884777805,816
0312977905,817
0812521331,818
0812521331,819
0451205421,60
0894342789,820
0440218535,821
0449207595,822
0670844594,823
039457513X,824
0394559487,825
0804001944,826
0590897985,827
0689832877,828
0689832877,829
0689829698,830
0689829698,831
0439042917,832
0064409457,568
0064409457,833
0064405052,568
0064405052,833
043922165X,834
0152162445,835
0152162577,835
015216250X,835
1562477528,836
0439221676,837
0439221684,838
0439221684,837
0439221714,837
0439221706,837
0439221730,837
0440415993,839
0895872102,840
068983585X,841
068983585X,842
0345391802,176
0440219078,843
185424597X,844
185424597X,845
2080105434,846
349913358X,847
3257201761,848
3404121686,115
3404121686,849
3404121686,850
3404118960,115
3404118960,851
3404118960,852
3404118960,853
0345356578,854
0345346971,854
0753804700,716
0451155750,142
0786890436,481
0786890436,482
0786890436,142
0415928087,855
0415928087,856
0521427150,857
0812923278,858
0884111342,859
0345428544,860
0671694049,176
080901582X,861
0449006557,247
0373250339,862
0380820447,863
0385497679,864
0385497679,865
0385497679,866
0451454243,867
0941423042,868
0373871562,869
0553101439,105
0898151910,870
0835949362,871
0880701102,872
039914563X,145
0312853238,873
0688048730,874
0688048730,875
0425161722,145
0425161722,876
0385493800,25
0849916399,877
1928791107,878
1928791107,879
067175145X,880
0440211727,25
0877192820,881
0380002450,882
0793133955,883
0394178017,884
0425134350,145
0385479689,885
0385479689,886
0380754851,887
0380538504,888
044661162X,889
0671742566,626
0515122408,183
0440222818,890
0451204050,891
038533334X,892
0449131548,893
0440120470,894
0451188209,895
0451188209,896
0440130913,231
0449001954,436
0345404777,50
0451185277,897
0440224829,543
0671779338,898
0515134368,532
0380759497,187
0380759497,899
3442098424,574
3442098424,900
0394578791,901
1558505377,902
0373245696,903
0743201078,904
068983571X,905
0553256785,906
0892967994,907
0061064505,908
0061064505,909
1551668785,910
0836230868,911
0381999866,912
0380817144,913
0380752115,914
0553212583,915
0446364762,484
0425166619,571
061312975X,916
0765341972,917
0590514776,918
0373037430,919
0064472779,920
0553581279,921
0373750013,922
0393030342,923
0553561618,565
0312422156,271
0425139069,924
0450029956,925
0450029956,926
0130139165,927
0373196741,928
0451524489,882
0451524489,929
0140065172,930
044022165X,25
0373123485,931
0373123108,932
0590225170,933
0590225170,934
0399143165,571
044132231X,935
0425124347,936
0786889705,937
0312282990,938
0425137945,939
042512892X,939
0425113892,939
0394820371,940
0394820371,941
0449134482,942
014036336X,943
0375821813,536
0812516826,944
0345348036,945
0679420118,946
0871137380,947
0741409690,948
0741407213,948
0759612277,948
0741402858,948
1585007366,948
074141127X,948
0741403471,948
0741403781,948
0741403056,948
0741405784,948
0741402912,948
0553568760,241
034538184X,50
0140620125,949
0140620109,57
0375420827,950
0671745530,176
0805062971,951
0553211412,949
0671510053,952
1573229385,953
0945397410,954
0385334036,955
0060914653,220
0345347536,187
055321313X,956
3473540420,957
0375507256,958
0060529709,538
0876850867,959
0140274154,658
0679743464,960
0375704027,960
0375704027,961
0874067391,962
0874067391,963
0590484753,964
0451527038,965
0451527038,966
1590520777,967
1590520777,968
0590484672,964
0975311255,969
0743237188,970
0553586122,132
0553584510,616
0345341201,630
1551662744,971
0440175623,231
0440216842,231
0345443284,972
0553285653,973
0394800133,974
0394800133,975
0060972777,976
0064401472,977
0064401472,978
0156001942,71
055326382X,979
0345418018,351
0684801469,665
0393961192,980
0393961192,981
0393961192,982
9997522052,698
0872203492,312
0872203492,983
0872203492,984
0872203492,985
0312420145,211
0911104542,986
0375401318,987
0140253602,988
0671789422,989
1566193966,990
014016930X,991
0140077022,992
0679732764,993
0553273604,285
0553273914,285
0060256672,994
039592720X,995
1859671500,996
1859671500,997
1859671500,998
1859671500,999
0810935627,1000
0060928336,150
0671003755,465
0553268449,1001
0684844729,1002
0395051649,1003
0395051649,1004
0375705228,1005
038001503X,149
0835607860,1006
158574218X,1007
158574218X,1008
0806996021,1009
0440215625,1010
0316777730,780
0375501851,1011
0877733759,1012
0805019367,1013
0140070206,1014
0140236589,1015
0140042393,760
1590520653,1016
1590521994,1017
1590521994,1018
3446202218,1019
3446202218,1020
3499134446,578
067142517X,1021
0671726889,1022
0446601241,129
0451124340,142
0345384466,574
0446604801,129
0345422392,574
0679734775,1023
0440414717,1024
0689715625,1025
0689715625,1026
0812539389,921
0152013369,1027
0425124819,939
0345409469,80
0345409469,1028
1558747346,1029
0373250177,1030
0763615382,1031
0965975401,1032
0965975401,1033
0965975401,1034
0965975401,1035
0141001771,1036
068930935X,1037
0451523369,454
0786884622,1038
0449005569,1039
0671027344,1040
0786927089,1041
0786927089,1042
0684831058,1043
006019491X,285
006019491X,1044
0684819066,1045
0375420673,1046
0140368558,1047
0395353416,1048
0066211611,285
0066211611,1049
0312254164,1050
0312254164,1051
3453147243,1052
3746611229,1053
3492229336,1054
3453177800,1055
3423009152,1056
3596133319,1057
3822813397,1058
3426871874,1059
3453171977,1060
3423620005,462
3423620005,1061
034537522X,732
0345375211,732
0345375211,1062
034545829X,1063
0140042520,658
0380789035,268
0446677574,1064
0345358791,1065
0060964049,578
0380558483,1066
1558171398,1067
0425121046,1068
0441317502,1069
0804102279,1070
0812551389,1071
0345298985,1072
0345316991,854
034531042X,854
0345310306,854
0345310292,854
034531011X,854
0679734058,1073
0451130448,713
0553266500,1074
0440206154,410
0345370775,40
0441366945,1075
0441366945,1076
0441366945,1077
0441366945,1078
0553574833,1079
0553574833,1080
0915950839,1081
0060242388,1082
0452265347,1083
0743457943,630
0373484224,369
0553205757,1084
0060171510,1085
0312421001,1086
0786000988,1087
0380789019,268
0451135989,1088
0380018179,815
0679004785,1089
0684825821,1090
0517395754,1091
067101420X,1092
0679457313,221
0394557433,1093
0553571656,1094
0312169787,498
0942257324,1095
0805008950,1096
0786866276,1097
0151000638,1098
0151000638,8
0140266771,1099
015644450X,989
0679723420,723
0441004016,1100
0671500546,1101
0140620338,270
0460878263,546
0460878263,1102
3257061269,199
3257061269,1103
3453210999,1104
3404126661,1105
3453177622,236
3453177622,1106
3453863593,1107
3499108518,1108
3518367064,1109
3453199766,1040
3746670144,1110
3746670144,1111
3453088433,1052
0425137015,1112
0425137015,1113
0425137015,1114
0425137015,1115
0553572490,1116
0553576976,105
0451450604,1117
0441001335,1118
0451454677,1119
0373257074,1120
0441435351,1121
0373092237,1122
0373057296,1123
0373058446,1124
0349103232,758
0571197779,220
0679745653,1125
0571200389,495
0785268480,1126
0785268480,1127
0785268480,1128
014044503X,1129
014044503X,1130
014044503X,1131
0851707777,1132
0006276199,1133
0551031123,1133
0551030682,1133
0551032510,1133
0551032510,1134
000649840X,1135
0140431268,86
0099771519,224
0486265862,1136
067102535X,136
0876855575,959
0330376136,1137
0140272658,1138
3407780028,1139
3407780117,1139
3257250398,1140
3257250398,1141
3257250053,1140
3257250053,1141
3257250460,1142
3442435951,1143
3442435838,1144
3442435838,1145
3608919724,1146
3608919724,1147
3608919724,1148
3453132262,1149
3453132262,1150
379411664X,1151
379411664X,1152
340780573X,1139
3407805853,1153
0385720920,951
0385498721,951
0972948503,1154
0972948503,1155
0380813815,485
2070372294,79
2264030542,1156
0030615321,1157
0836217632,1158
0140099832,1159
0385314744,253
0316107417,1160
0894803700,1161
0449221164,368
0553801031,1162
0590457225,964
0316929190,1163
0553052845,1164
0140390693,281
0140390693,1165
0140390693,1166
0439404371,1167
0439404371,1168
0939766027,1169
0939766027,1170
0679741011,1171
0345307674,1172
0425071421,93
0345297687,433
0766607119,281
0766607119,1173
0766607119,1174
1573225789,1175
0380754843,1176
0380754843,1177
0345368940,433
0345331605,1178
0425050807,1179
044100962X,1180
0553296981,342
0553296981,1181
0553296981,1182
1895383129,1183
0375724575,1184
067163884X,1185
0553140434,1186
0029087104,1187
0425050750,1188
0345285549,795
0345285549,1189
0345290240,795
0345301870,187
0451169530,142
067168390X,77
0385335881,279
0385335482,279
0553258001,351
0671679627,1190
0375704043,1191
0373871279,869
0373484070,1192
0805063889,467
068986020X,1193
0671568809,1194
1573228567,1195
0553582658,458
051513399X,1196
0373218400,369
0449217868,1197
0671573020,1198
0517006456,1199
0786867086,1200
0786867086,1201
1569471800,1202
0374216495,1203
0312274572,1204
0316825336,1205
0871137631,1206
0679419152,1207
0060192895,151
0826308791,1208
0140259198,1209
0345435249,1210
0441003257,268
0441003257,256
0451202503,585
0446606812,236
0671028375,1211
0451181468,1212
0399149759,346
0345384733,1213
0671759361,1214
0830724982,1215
0399146008,571
3442720001,1216
0515132632,1217
044990671X,1218
0688124402,1219
0929587081,1220
155970117X,1221
155970117X,1222
0688105408,1223
0871130297,1224
0440500095,1225
1570362084,1226
0060930535,55
0375702709,1227
044990928X,1228
0671038184,1229
0060916508,1230
0756401453,1231
0963270702,1232
0399242562,1233
0552996009,1234
0708881297,433
0708881297,1235
0142000663,760
0590542443,94
0590112899,94
0590660543,94
0345361792,351
0552999512,1236
041619513X,1237
0855030224,1238
0861638522,292
0861638522,1239
0575073314,1240
0575073004,1240
0394404289,1241
000636988X,1242
1578562333,1243
0345458915,1244
038531258X,1245
006092988X,171
0140317937,1246
0140317937,1247
0743225406,1248
0553256696,1249
0553256696,1250
0553256696,1251
0785263780,1252
0785263780,1253
0802433243,1254
0375413081,52
1400034779,1255
038533303X,1256
0451163753,1088
0440414520,1257
0786885688,1258
0671880187,1259
1558506454,1260
0895773538,1261
0385247745,1262
0385247745,1263
0385293542,231
0802069347,1264
0671721038,1265
0671311891,441
0345387007,795
037570504X,1266
0767902521,1234
0892967048,1267
0553377868,1268
0553377868,1269
0472113658,1270
0609608444,1271
0670032425,1272
0915811332,1273
1558744606,18
1558744606,19
1558744606,20
080410753X,8
0451526503,403
0345325818,732
044023767X,1274
014131088X,1275
043909013X,1276
0140244824,1277
155643068X,1278
096478260X,1278
096478260X,1279
155643152X,1278
0553346768,1280
0884043142,1281
0743221990,1282
0312983212,1283
0553486411,1284
3478088534,1285
3821807059,1286
0865532168,1287
059040640X,1288
1566197155,962
0805210318,1289
0805210318,1290
031227999X,1291
0385508417,25
0385510438,25
0848705459,1292
0380723638,346
0718001044,1293
0307132668,1294
0812515722,1295
0373169876,1296
0890842795,1297
0385324057,1298
9505470010,188
0609602535,1299
0425185710,534
0061030651,1300
0425178773,713
0553575619,1301
0671578391,1302
0425095584,1303
0451409086,1304
031298250X,1283
006109594X,1300
0671527215,176
0486203077,1305
0671522817,1306
0618074716,1307
1400062888,1308
0618045996,1309
0312303033,1310
1931520038,1311
0671318314,1118
0553377876,1001
1558612815,1312
014025448X,734
0060934417,356
0671793489,61
0174434642,397
0174434642,1313
0679772677,1314
0312983824,108
0449149676,556
0449006344,556
0553568183,458
0451191153,1315
0451191153,1316
0440224624,955
0451523067,57
0451523067,1317
0743418174,542
0451526295,57
0451526295,282
0440214424,490
0451187903,57
0451187903,282
0385491050,412
0671036505,373
0553213504,1318
0446605891,1319
0394758285,192
0671004565,61
0345370805,1320
0375703055,1198
0156006529,135
0156006529,1321
0446673544,555
0140256369,149
0140256369,1322
0312243022,1323
0316789844,135
0679761837,1324
0385490445,412
0380725398,161
0345316770,1325
0375700757,610
0070212570,612
0385480016,1228
0061098361,719
0061093092,1325
0821758950,109
0679729917,274
0451411013,501
0446611239,1326
0446611239,1327
0553580078,1328
0425189414,713
0812909372,1329
0812909372,1330
0451410912,1331
0316781266,135
0486280616,403
0743405978,1332
0671032658,142
0446607835,1333
0446607835,1334
0451402103,1335
0373250223,1336
0380817683,1337
0671701053,1162
0671000381,1338
006101253X,1339
0671689231,1340
0380814021,920
0373711026,1341
0373710992,1342
0373711107,1343
0440217806,1344
0373711123,919
0373711115,1345
0373711131,1346
0061098795,151
0791423549,1347
0791423549,1348
0375725784,1349
0465016146,1350
0465016103,1350
0373226519,1351
0380012774,270
225313922X,767
0142004030,1352
0452281784,1353
0375704558,1354
038533656X,1355
0743230213,1356
0345436911,1357
0452284481,464
0802135196,1358
0440217520,644
0373834985,1359
0679450548,1360
0451135555,1361
0345339703,732
038039586X,1362
0670030643,1352
0060929596,1363
3499232871,1364
0374516901,1365
0440131480,1366
0609600745,1367
0609600745,1368
0375707425,1369
0375707425,717
3453151933,145
3453151933,85
3453151933,1370
0231105592,1371
0590317822,1372
014056232X,1373
0590447319,1374
0440940001,1375
0440401119,1376
0440203155,1377
0812565959,873
034536628X,1378
0880387483,1379
0880387300,1379
0880387300,1380
0425163385,1381
0743444051,714
0061056103,1382
0671042262,1282
0425157539,563
0553585681,160
0553585118,160
0886777690,1383
0743212002,61
0743212002,736
3426650754,1384
1854877178,1385
0380803526,1386
0373152655,1387
0373152655,1388
0373152655,919
0451404033,1389
1583140352,1390
1854879073,1391
0821728326,1392
037348397X,369
0380773155,1393
0380773155,1394
3404100263,115
0679731148,1395
2070417700,1396
2070417700,1397
2070360075,665
0786889373,1398
2207245810,1396
2207250474,1396
2207250474,1399
2290331406,1396
2290331406,1400
2070426815,1396
2290305251,1396
2070364283,760
2266128566,1401
2070363104,1402
2253152277,199
2207252000,1403
2207252000,1404
2253170453,571
2723409821,1405
2723409821,1406
2070415686,1407
2070415686,1408
2258036992,1396
2207251756,1396
2266000489,690
2070360423,1409
0394822862,1410
0394822862,1411
0874493803,1412
1569870942,1413
1569870942,1414
1579730272,1415
1579730272,1416
0307177092,1417
2253004898,1418
0812094271,1419
0812094271,1420
0812094271,1421
0380600129,1422
0380600129,1423
0451522389,1188
0451522389,1424
0425169324,1425
082176828X,630
0316693324,129
0553283685,1426
1841215457,1427
0064410358,1428
0007108648,1429
0007108648,1430
0064472930,802
